customer_id,email,transaction_amount,transaction_date,billing_city,shipping_city,current_city,device_type,is_new_device,ip_address,cvv_attempts,average_previous_amounts,fraudulent
NEW_CUSTOMER_17421,johnsonrhonda@example.com,85528.93,2023-01-14,Chennai,Surat,Hyderabad,low_end_laptop,True,proxy-ip,3,0,False
NEW_CUSTOMER_46117,grace39@example.net,56924.77,2023-08-06,Surat,Surat,Surat,low_end_phone,False,proxy-ip,3,0,False
NEW_CUSTOMER_41257,kerryshort@example.com,10364.5,2023-06-15,Bhopal,Lucknow,Ahmedabad,high_end_tablet,False,proxy-ip,3,0,False
NEW_CUSTOMER_72213,brittneyanderson@example.org,76709.46,2023-02-18,Indore,Ahmedabad,Indore,high_end_tablet,False,proxy-ip,3,0,False
NEW_CUSTOMER_24107,autumn72@example.net,23737.74,2023-06-16,Thrissur,Thrissur,Bangalore,low_end_tablet,True,proxy-ip,5,0,True
NEW_CUSTOMER_13000,samuel77@example.org,15648.63,2023-01-20,Bhopal,Pune,Bangalore,high_end_laptop,False,proxy-ip,3,0,False
NEW_CUSTOMER_17619,bonillamaria@example.com,29130.71,2023-06-30,Coimbatore,Bhopal,Jaipur,low_end_tablet,False,proxy-ip,3,0,False
NEW_CUSTOMER_83468,johnwelch@example.net,32336.87,2023-03-10,Bangalore,Ahmedabad,Lucknow,low_end_tablet,False,148.139.122.89,1,0,False
NEW_CUSTOMER_79336,williamsmelinda@example.com,94366.83,2023-10-05,Kanpur,Surat,Kolkata,low_end_tablet,True,proxy-ip,5,0,True
NEW_CUSTOMER_14426,chad36@example.net,23903.41,2023-04-06,Delhi,Bangalore,Jaipur,low_end_tablet,False,proxy-ip,5,0,True
NEW_CUSTOMER_60916,jennifer98@example.com,7034.95,2024-03-04,Chennai,Kolkata,Chennai,high_end_phone,False,85.140.210.9,0,0,False
NEW_CUSTOMER_35029,warnerjustin@example.org,52382.81,2023-09-29,Surat,Vadodara,Thrissur,high_end_phone,True,105.210.16.44,1,0,False
NEW_CUSTOMER_24716,wjones@example.com,61358.29,2024-03-25,Vadodara,Bhopal,Delhi,high_end_phone,True,proxy-ip,3,0,False
NEW_CUSTOMER_19859,davidsantiago@example.com,11945.41,2024-03-19,Kolkata,Chennai,Mumbai,high_end_tablet,False,proxy-ip,3,0,False
NEW_CUSTOMER_95562,omartinez@example.net,37455.59,2023-01-27,Kanpur,Ahmedabad,Jaipur,high_end_tablet,False,proxy-ip,3,0,False
NEW_CUSTOMER_73454,hoodmarilyn@example.org,56956.9,2023-12-14,Kanpur,Indore,Surat,low_end_tablet,False,proxy-ip,5,0,True
NEW_CUSTOMER_33580,schroederlance@example.com,30424.05,2024-02-18,Kolkata,Coimbatore,Jaipur,low_end_phone,True,45.135.166.81,4,0,False
NEW_CUSTOMER_66216,oschwartz@example.org,52223.08,2023-11-01,Indore,Bangalore,Hyderabad,high_end_laptop,True,109.143.129.45,6,0,False
CUSTOMER_64056,lsanders@example.org,90474.52,2023-12-22,Coimbatore,Bangalore,Bangalore,high_end_laptop,True,proxy-ip,1,20596.03,False
CUSTOMER_65561,private_email8801@example.com,82067.06,2023-08-07,Jaipur,Kolkata,Coimbatore,high_end_phone,False,73.8.226.44,3,31222.77,False
CUSTOMER_99801,private_email5912@example.com,52088.84,2024-03-20,Hyderabad,Visakhapatnam,Ahmedabad,low_end_phone,False,proxy-ip,3,54428.83,True
CUSTOMER_35029,warnerjustin@example.org,85091.24,2023-03-17,Kanpur,Ahmedabad,Coimbatore,high_end_phone,True,105.210.16.44,6,52382.81,False
CUSTOMER_72923,private_email2558@example.com,67535.9,2023-12-09,Lucknow,Coimbatore,Pune,low_end_laptop,False,proxy-ip,3,58475.12,True
CUSTOMER_61147,aaronmclean@example.org,104851.26,2023-09-30,Visakhapatnam,Bangalore,Bangalore,high_end_tablet,False,proxy-ip,6,98292.65,False
CUSTOMER_24107,private_email6513@example.com,23975.89,2024-02-22,Thrissur,Indore,Delhi,low_end_laptop,False,proxy-ip,6,23737.74,True
CUSTOMER_27144,ngalvan@example.org,557.21,2024-03-21,Mumbai,Pune,Jaipur,low_end_phone,False,proxy-ip,6,589.81,True
CUSTOMER_18829,private_email4560@example.com,38233.11,2024-02-20,Surat,Ahmedabad,Thrissur,high_end_tablet,False,proxy-ip,3,14251.06,False
CUSTOMER_60916,private_email1148@example.com,70483.35,2023-05-22,Chennai,Kolkata,Chennai,low_end_tablet,True,proxy-ip,7,7034.95,True
CUSTOMER_35029,warnerjustin@example.org,3415.01,2023-08-19,Surat,Vadodara,Vadodara,low_end_laptop,True,105.210.16.44,3,68737.025,False
CUSTOMER_46117,grace39@example.net,63912.96,2023-03-01,Surat,Surat,Vadodara,high_end_tablet,True,146.230.13.171,3,56924.77,False
CUSTOMER_65561,private_email4217@example.com,43038.06,2023-07-27,Jaipur,Surat,Indore,high_end_phone,True,proxy-ip,3,56644.915,False
NEW_CUSTOMER_91296,gonzalesbenjamin@example.org,9182.52,2024-02-22,Ahmedabad,Visakhapatnam,Visakhapatnam,low_end_phone,True,207.56.124.6,6,0,False
CUSTOMER_83468,johnwelch@example.net,54116.88,2023-01-08,Bangalore,Mumbai,Lucknow,high_end_laptop,True,proxy-ip,3,32336.87,False
NEW_CUSTOMER_55919,littleleon@example.com,58687.24,2023-04-12,Coimbatore,Hyderabad,Surat,low_end_phone,True,proxy-ip,6,0,True
CUSTOMER_47816,ccobb@example.org,14296.52,2023-06-05,Visakhapatnam,Pune,Thrissur,low_end_laptop,True,proxy-ip,1,12055.65,False
CUSTOMER_41257,private_email5476@example.com,7000.27,2023-05-29,Mumbai,Bangalore,Delhi,low_end_laptop,False,proxy-ip,2,10364.5,True
CUSTOMER_21185,nicole75@example.com,22236.85,2023-01-08,Kolkata,Kanpur,Thrissur,high_end_tablet,True,proxy-ip,3,48259.59,False
CUSTOMER_48961,austinnatasha@example.net,50274.58,2023-01-17,Vadodara,Mumbai,Hyderabad,high_end_laptop,True,61.230.173.38,2,91482.68,False
CUSTOMER_95562,private_email3666@example.com,32430.05,2024-02-22,Mumbai,Ahmedabad,Chennai,high_end_tablet,True,proxy-ip,3,37455.59,False
CUSTOMER_24107,private_email6559@example.com,17768.4,2023-12-19,Pune,Surat,Bangalore,high_end_tablet,False,proxy-ip,3,23856.815000000002,False
CUSTOMER_65561,private_email9759@example.com,14523.12,2023-06-13,Jaipur,Kanpur,Indore,low_end_tablet,False,73.8.226.44,3,52109.29666666666,False
CUSTOMER_60212,richard25@example.org,81384.63,2023-03-11,Coimbatore,Pune,Indore,low_end_phone,True,proxy-ip,1,73416.49,False
CUSTOMER_19859,private_email1442@example.com,12743.97,2023-07-16,Kolkata,Chennai,Bhopal,high_end_laptop,False,168.149.86.115,3,11945.41,False
CUSTOMER_18829,private_email1981@example.com,79433.5,2024-03-23,Bhopal,Ahmedabad,Thrissur,low_end_laptop,False,proxy-ip,3,26242.085,True
CUSTOMER_17619,bonillamaria@example.com,25169.48,2023-12-19,Bangalore,Mumbai,Surat,low_end_tablet,False,proxy-ip,3,29130.71,False
CUSTOMER_34246,private_email2883@example.com,47041.32,2023-05-01,Hyderabad,Thrissur,Bangalore,high_end_phone,False,proxy-ip,2,24137.8,False
CUSTOMER_24716,private_email6157@example.com,51944.5,2023-07-15,Vadodara,Kolkata,Delhi,high_end_tablet,True,proxy-ip,3,61358.29,False
CUSTOMER_57178,watkinsrobert@example.org,74929.81,2023-12-16,Mumbai,Thrissur,Kolkata,low_end_tablet,True,proxy-ip,3,658.13,False
CUSTOMER_27144,private_email4437@example.com,603.61,2023-09-19,Mumbai,Lucknow,Mumbai,low_end_phone,False,2.44.113.211,7,573.51,True
CUSTOMER_61147,aaronmclean@example.org,43476.99,2024-02-06,Vadodara,Bangalore,Thrissur,high_end_tablet,False,proxy-ip,3,101571.95499999999,False
CUSTOMER_47816,ccobb@example.org,12505.31,2023-09-29,Kolkata,Hyderabad,Delhi,low_end_phone,False,34.232.218.197,3,13176.085,False
CUSTOMER_65284,private_email3144@example.com,53910.21,2023-05-21,Bangalore,Thrissur,Jaipur,low_end_laptop,True,228.13.177.20,5,58614.41,True
CUSTOMER_41257,private_email5580@example.com,98765.19,2023-03-19,Bhopal,Jaipur,Bhopal,low_end_laptop,True,proxy-ip,3,8682.385,True
CUSTOMER_11501,private_email4743@example.com,18077.25,2023-08-05,Bhopal,Coimbatore,Indore,high_end_laptop,False,proxy-ip,3,16565.54,False
CUSTOMER_35029,private_email6078@example.com,33583.86,2023-03-17,Surat,Delhi,Thrissur,low_end_laptop,True,proxy-ip,3,46963.02,True
CUSTOMER_63825,ocoffey@example.org,19531.18,2023-10-01,Surat,Bangalore,Ahmedabad,low_end_laptop,False,157.239.6.52,0,21825.32,False
NEW_CUSTOMER_93012,rebecca39@example.com,38732.82,2023-02-22,Pune,Bangalore,Mumbai,high_end_tablet,False,proxy-ip,7,0,False
CUSTOMER_59172,brandiharrell@example.net,69608.22,2023-10-23,Vadodara,Ahmedabad,Jaipur,low_end_tablet,False,proxy-ip,5,67530.1,True
CUSTOMER_13000,samuel77@example.org,16329.39,2023-11-23,Ahmedabad,Jaipur,Ahmedabad,high_end_laptop,True,proxy-ip,3,15648.63,False
CUSTOMER_92473,private_email3256@example.com,30410.63,2023-03-27,Lucknow,Indore,Hyderabad,high_end_laptop,False,proxy-ip,3,2669.4,False
CUSTOMER_60916,jennifer98@example.com,74240.04,2023-07-28,Delhi,Kolkata,Chennai,low_end_tablet,False,85.140.210.9,3,38759.15,False
NEW_CUSTOMER_55257,huntjames@example.net,24317.02,2023-03-24,Indore,Kolkata,Coimbatore,high_end_phone,False,proxy-ip,6,0,False
CUSTOMER_95562,omartinez@example.net,93735.5,2023-12-20,Kanpur,Ahmedabad,Jaipur,high_end_tablet,False,151.42.102.31,3,34942.82,False
CUSTOMER_42797,stephaniereynolds@example.net,51255.89,2023-06-02,Lucknow,Surat,Pune,low_end_phone,True,proxy-ip,3,56972.63,False
CUSTOMER_72998,private_email2018@example.com,71467.92,2024-03-12,Surat,Pune,Ahmedabad,high_end_laptop,False,proxy-ip,4,72047.5,True
CUSTOMER_24107,autumn72@example.net,20264.57,2023-05-16,Thrissur,Thrissur,Visakhapatnam,low_end_tablet,False,proxy-ip,3,21827.343333333334,False
CUSTOMER_47816,ccobb@example.org,13022.14,2023-04-27,Bhopal,Chennai,Mumbai,high_end_phone,False,34.232.218.197,6,12952.493333333332,False
CUSTOMER_72923,jenniferjohnson@example.org,76496.59,2023-12-16,Ahmedabad,Hyderabad,Pune,low_end_phone,True,proxy-ip,7,63005.509999999995,True
CUSTOMER_47816,ccobb@example.org,12688.29,2024-03-22,Kolkata,Hyderabad,Jaipur,high_end_phone,False,34.232.218.197,3,12969.904999999999,False
CUSTOMER_72923,private_email1035@example.com,62468.95,2023-03-05,Mumbai,Ahmedabad,Pune,high_end_laptop,True,proxy-ip,6,67502.53666666667,True
CUSTOMER_27144,private_email3037@example.com,18561.55,2024-01-06,Mumbai,Lucknow,Bhopal,low_end_tablet,False,2.44.113.211,3,583.5433333333334,False
CUSTOMER_21185,private_email4058@example.com,17801.19,2023-04-07,Chennai,Kanpur,Bhopal,high_end_tablet,False,proxy-ip,4,35248.22,True
NEW_CUSTOMER_77711,vasquezbenjamin@example.net,39560.37,2023-07-28,Lucknow,Ahmedabad,Lucknow,high_end_laptop,False,proxy-ip,3,0,False
CUSTOMER_13000,samuel77@example.org,14289.96,2023-05-29,Ahmedabad,Indore,Kanpur,high_end_laptop,False,proxy-ip,4,15989.009999999998,False
CUSTOMER_93700,private_email1748@example.com,95456.54,2023-10-26,Ahmedabad,Jaipur,Indore,low_end_laptop,True,proxy-ip,6,70671.79,True
CUSTOMER_95381,kwest@example.org,69330.61,2023-02-04,Bhopal,Bhopal,Ahmedabad,low_end_tablet,False,proxy-ip,3,60591.32,False
CUSTOMER_55257,huntjames@example.net,23406.67,2023-09-08,Hyderabad,Kolkata,Coimbatore,high_end_phone,False,proxy-ip,0,24317.02,False
CUSTOMER_55257,private_email8815@example.com,21193.09,2023-02-19,Kolkata,Kolkata,Coimbatore,low_end_tablet,False,proxy-ip,3,23861.845,True
CUSTOMER_47013,private_email1064@example.com,56661.71,2023-12-04,Chennai,Visakhapatnam,Ahmedabad,high_end_phone,False,proxy-ip,3,61403.5,False
CUSTOMER_21185,nicole75@example.com,2210.91,2023-08-09,Pune,Kanpur,Kanpur,high_end_tablet,False,proxy-ip,7,29432.54333333333,False
CUSTOMER_93700,smithadam@example.org,77050.61,2023-10-26,Visakhapatnam,Jaipur,Indore,low_end_laptop,True,proxy-ip,3,83064.165,False
NEW_CUSTOMER_80123,megan76@example.org,44850.68,2023-06-28,Visakhapatnam,Jaipur,Pune,high_end_laptop,False,proxy-ip,3,0,False
CUSTOMER_18829,marissa95@example.com,3263.18,2023-11-21,Surat,Thrissur,Thrissur,high_end_tablet,False,115.237.203.129,3,43972.55666666667,False
CUSTOMER_45992,goodmandale@example.org,85948.07,2023-07-09,Hyderabad,Vadodara,Bhopal,high_end_phone,True,proxy-ip,3,83987.07,False
CUSTOMER_19859,davidsantiago@example.com,14912.73,2023-03-28,Surat,Chennai,Delhi,high_end_laptop,True,proxy-ip,3,12344.689999999999,False
CUSTOMER_73454,hoodmarilyn@example.org,59262.93,2023-04-05,Jaipur,Indore,Lucknow,low_end_phone,False,134.163.127.126,4,56956.9,False
NEW_CUSTOMER_58663,derrickmoore@example.org,95651.91,2024-01-31,Jaipur,Hyderabad,Lucknow,high_end_laptop,True,proxy-ip,3,0,False
NEW_CUSTOMER_70889,jacksonjasmine@example.org,70519.53,2023-03-30,Bhopal,Lucknow,Bhopal,low_end_tablet,False,175.174.199.84,7,0,False
CUSTOMER_35029,warnerjustin@example.org,39123.43,2024-03-13,Surat,Vadodara,Thrissur,low_end_laptop,False,105.210.16.44,3,43618.23,False
CUSTOMER_14426,chad36@example.net,26292.92,2023-07-14,Kolkata,Bangalore,Jaipur,low_end_tablet,True,198.42.122.87,3,23903.41,False
CUSTOMER_92473,private_email1016@example.com,35320.01,2023-08-19,Vadodara,Delhi,Delhi,high_end_laptop,False,proxy-ip,3,16540.015,False
CUSTOMER_57178,private_email7904@example.com,70482.76,2024-03-29,Pune,Thrissur,Kolkata,low_end_tablet,True,proxy-ip,3,37793.97,True
CUSTOMER_17421,private_email4074@example.com,90577.44,2023-07-01,Chennai,Surat,Ahmedabad,high_end_tablet,False,proxy-ip,4,85528.93,True
NEW_CUSTOMER_89953,vanderson@example.org,47450.27,2023-10-16,Ahmedabad,Delhi,Bangalore,low_end_phone,True,proxy-ip,3,0,False
CUSTOMER_41257,private_email5928@example.com,114458.0,2023-05-18,Delhi,Bhopal,Surat,low_end_laptop,True,proxy-ip,1,38709.98666666667,True
CUSTOMER_70889,jacksonjasmine@example.org,88293.15,2023-05-08,Coimbatore,Lucknow,Surat,low_end_tablet,False,proxy-ip,3,70519.53,False
CUSTOMER_33580,schroederlance@example.com,74545.61,2023-01-25,Jaipur,Coimbatore,Jaipur,low_end_phone,False,45.135.166.81,3,30424.05,False
CUSTOMER_95562,omartinez@example.net,93225.7,2023-10-17,Coimbatore,Ahmedabad,Thrissur,low_end_phone,True,151.42.102.31,3,54540.38,False
CUSTOMER_56056,daniel28@example.com,48072.76,2023-05-23,Delhi,Kolkata,Hyderabad,low_end_laptop,False,proxy-ip,2,3889.01,False
NEW_CUSTOMER_34672,zmedina@example.net,78170.25,2023-10-12,Kanpur,Delhi,Mumbai,low_end_tablet,True,142.118.171.24,3,0,False
CUSTOMER_72923,jenniferjohnson@example.org,14571.98,2023-10-04,Lucknow,Hyderabad,Jaipur,low_end_phone,True,2.89.110.166,0,66244.14,False
CUSTOMER_58663,derrickmoore@example.org,91359.93,2023-06-02,Hyderabad,Hyderabad,Thrissur,high_end_laptop,False,proxy-ip,6,95651.91,False
NEW_CUSTOMER_55364,nicolewilson@example.com,61551.56,2024-02-19,Coimbatore,Jaipur,Surat,low_end_tablet,False,proxy-ip,3,0,False
CUSTOMER_55364,private_email4583@example.com,54942.37,2023-12-15,Coimbatore,Jaipur,Coimbatore,high_end_tablet,True,proxy-ip,0,61551.56,False
CUSTOMER_35029,warnerjustin@example.org,68017.54,2023-05-08,Surat,Vadodara,Thrissur,high_end_tablet,True,105.210.16.44,3,42719.270000000004,False
CUSTOMER_45992,goodmandale@example.org,83721.78,2023-11-25,Hyderabad,Bhopal,Coimbatore,low_end_phone,False,173.179.138.141,3,84967.57,False
CUSTOMER_13000,samuel77@example.org,88092.15,2023-10-12,Vadodara,Kolkata,Pune,high_end_laptop,True,proxy-ip,4,15422.659999999998,False
CUSTOMER_55919,private_email7417@example.com,56301.92,2023-10-24,Ahmedabad,Hyderabad,Thrissur,low_end_laptop,False,10.46.118.137,3,58687.24,False
CUSTOMER_17619,bonillamaria@example.com,28680.01,2024-03-11,Delhi,Surat,Chennai,low_end_tablet,False,proxy-ip,3,27150.095,False
CUSTOMER_47013,private_email7690@example.com,2464.74,2024-03-28,Delhi,Thrissur,Surat,high_end_tablet,False,proxy-ip,7,59032.604999999996,True
CUSTOMER_34246,kristen00@example.net,53987.75,2023-03-10,Pune,Thrissur,Chennai,high_end_phone,False,184.105.86.18,2,35589.56,False
CUSTOMER_35029,private_email3607@example.com,78594.31,2023-05-15,Jaipur,Surat,Kanpur,high_end_laptop,True,proxy-ip,3,46935.64833333334,False
CUSTOMER_93700,smithadam@example.org,80700.21,2023-08-15,Chennai,Coimbatore,Indore,low_end_phone,True,proxy-ip,3,81059.64666666667,False
CUSTOMER_56056,daniel28@example.com,44497.56,2023-07-27,Bhopal,Bangalore,Kanpur,low_end_phone,True,proxy-ip,7,25980.885000000002,True
NEW_CUSTOMER_54531,sean75@example.com,9195.29,2023-01-21,Kolkata,Thrissur,Coimbatore,high_end_phone,True,163.177.16.113,3,0,False
NEW_CUSTOMER_40860,ydrake@example.net,40633.54,2023-10-29,Kolkata,Vadodara,Jaipur,low_end_tablet,True,proxy-ip,3,0,False
CUSTOMER_17619,private_email1003@example.com,69385.25,2024-03-02,Vadodara,Bhopal,Surat,low_end_tablet,False,proxy-ip,1,27660.066666666666,True
CUSTOMER_42797,private_email3616@example.com,49777.41,2023-04-21,Vadodara,Bangalore,Pune,low_end_phone,False,185.233.116.198,0,54114.259999999995,False
CUSTOMER_27144,private_email8112@example.com,80254.23,2024-01-28,Ahmedabad,Lucknow,Jaipur,low_end_tablet,True,2.44.113.211,3,5078.045,False
CUSTOMER_58663,derrickmoore@example.org,56991.06,2023-01-28,Jaipur,Hyderabad,Lucknow,high_end_laptop,False,proxy-ip,3,93505.92,False
CUSTOMER_95562,private_email9217@example.com,74903.34,2023-05-09,Delhi,Hyderabad,Jaipur,low_end_phone,False,151.42.102.31,3,64211.71,False
CUSTOMER_56602,private_email7293@example.com,40651.64,2024-02-11,Bhopal,Coimbatore,Coimbatore,low_end_phone,False,proxy-ip,3,94929.41,True
CUSTOMER_24107,private_email8018@example.com,66566.37,2023-12-05,Bhopal,Thrissur,Bangalore,low_end_tablet,True,proxy-ip,2,21436.65,True
CUSTOMER_34672,private_email1907@example.com,83987.59,2023-08-11,Vadodara,Delhi,Mumbai,low_end_tablet,True,142.118.171.24,3,78170.25,False
CUSTOMER_47013,private_email1537@example.com,90174.22,2023-12-30,Chennai,Visakhapatnam,Bangalore,high_end_tablet,True,proxy-ip,2,40176.65,False
CUSTOMER_24107,private_email5541@example.com,15870.63,2023-10-20,Thrissur,Thrissur,Jaipur,low_end_tablet,True,proxy-ip,3,30462.594,True
CUSTOMER_34246,private_email8306@example.com,18469.86,2023-10-22,Pune,Thrissur,Lucknow,high_end_tablet,True,proxy-ip,3,41722.29,False
CUSTOMER_61147,aaronmclean@example.org,49967.83,2024-03-25,Visakhapatnam,Bangalore,Ahmedabad,high_end_tablet,True,138.217.181.231,3,82206.96666666666,False
CUSTOMER_60212,richard25@example.org,96601.78,2023-03-17,Mumbai,Hyderabad,Indore,high_end_phone,False,195.120.102.103,3,77400.56,False
CUSTOMER_19859,private_email7729@example.com,15398.14,2023-09-12,Visakhapatnam,Lucknow,Mumbai,low_end_phone,False,proxy-ip,2,13200.703333333333,True
NEW_CUSTOMER_58530,smithlinda@example.com,74246.83,2023-07-19,Hyderabad,Vadodara,Jaipur,high_end_laptop,False,proxy-ip,2,0,False
CUSTOMER_19859,private_email9114@example.com,91104.8,2024-01-16,Bhopal,Delhi,Mumbai,low_end_phone,False,168.149.86.115,5,13750.0625,True
CUSTOMER_17619,private_email7284@example.com,99575.61,2023-07-09,Coimbatore,Delhi,Coimbatore,low_end_laptop,False,proxy-ip,3,38091.3625,True
CUSTOMER_65539,private_email7407@example.com,55907.66,2023-01-24,Bhopal,Ahmedabad,Kanpur,low_end_phone,True,proxy-ip,3,58012.06,True
CUSTOMER_93012,rebecca39@example.com,73359.47,2023-02-26,Kanpur,Surat,Mumbai,high_end_tablet,False,proxy-ip,3,38732.82,False
CUSTOMER_45992,goodmandale@example.org,24893.23,2023-12-04,Thrissur,Bhopal,Coimbatore,low_end_phone,True,proxy-ip,3,84552.30666666667,False
CUSTOMER_17421,private_email6623@example.com,46112.75,2023-11-04,Chennai,Surat,Hyderabad,high_end_tablet,False,proxy-ip,0,88053.185,False
CUSTOMER_56602,heatherturner@example.org,45612.08,2023-02-17,Coimbatore,Lucknow,Bhopal,low_end_phone,False,proxy-ip,3,67790.525,False
CUSTOMER_34672,zmedina@example.net,47976.13,2023-03-31,Mumbai,Lucknow,Mumbai,low_end_tablet,False,142.118.171.24,7,81078.92,False
CUSTOMER_83423,anthonysims@example.com,50746.33,2023-02-12,Coimbatore,Ahmedabad,Jaipur,high_end_laptop,False,proxy-ip,0,43746.87,False
CUSTOMER_24107,autumn72@example.net,15565.54,2024-03-22,Thrissur,Thrissur,Surat,low_end_tablet,False,proxy-ip,3,28030.600000000002,False
CUSTOMER_46117,grace39@example.net,88413.49,2023-06-20,Surat,Thrissur,Surat,high_end_tablet,False,proxy-ip,2,60418.865,False
CUSTOMER_46117,private_email4898@example.com,49776.52,2023-09-18,Mumbai,Kolkata,Ahmedabad,high_end_tablet,False,146.230.13.171,2,69750.40666666666,False
CUSTOMER_24107,autumn72@example.net,2798.39,2023-01-26,Indore,Chennai,Lucknow,low_end_laptop,False,220.71.255.200,3,26249.87714285714,False
CUSTOMER_92473,private_email2350@example.com,39313.74,2024-03-13,Indore,Indore,Kolkata,high_end_laptop,False,proxy-ip,3,22800.013333333336,False
CUSTOMER_83423,anthonysims@example.com,83583.26,2023-11-15,Surat,Ahmedabad,Delhi,high_end_phone,False,125.16.87.107,2,47246.600000000006,False
